gene_symbol,1057-1,1057-4,1086-1,1391-1,1405-1,505-1,514-1,720-1,720-4,942-1,BM1012-1,BM1014-1,BM1020-1,BM1031-1,BM1050-1,BM1056-1,BM1072-1,BM1074-1,BM1075-1,BM1126-1,BM1141-1,BM1147-1,BM1152-1,BM1161-1,BM1166-3,BM1168-1,BM1189-1,BM1223-1,BM1225-1,BM1226-1,BM1227-1,BM1232-1,BM1242-1,BM1243-1,BM1267-1,BM1272-1,BM1284-1,BM1284-5,BM1309-1,BM1333-1,BM1338-1,BM1347-1,BM1350-1,BM1356-1,BM1361-1,BM1420-1,BM1489-1,BM1496-1,BM1498-1,BM1501-1,BM1503-1,BM1558-1,BM1566-1,BM349-1,BM360-10,BM360-1,BM360-6,BM374-1,BM374-4,BM434-1,BM434-4,BM434-9,BM441-1,BM448-1,BM488-1,BM488-5,BM494-1,BM541-1,BM545-1,BM545-4,BM548-1,BM565-5,BM587-1,BM590-1,BM600-1,BM604-1,BM653-1,BM668-1,BM668-5,BM698-1,BM705-1,BM706-1,BM729-1,BM734-1,BM738-1,BM738-4,BM742-1,BM744-1,BM763-1,BM770-13,BM781-1,BM788-1,BM789-1,BM799-1,BM801-1,BM827-1,BM844-1,BM858-1,BM879-1,BM910-1,BM910-5,BM911-1,BM927-1,BM930-1,BM930-4,BM931-1,BM934-1,BM936-1,BM943-1,BM943-4,BM947-1,BM948-1,BM948-4,BM963-1,BM965-1,BM969-1,BM973-1,BM976-1,BM986-1,BM989-1,BM999-2
PRDM16,2.2950012394097445,6.700754590447926,2.4507019176319527,0.6887989316517985,0.0,1.3863875213645,0.8396807017780143,0.0,7.166721320952849,1.679399712025773,0.4574606690252058,1.0206909618692186,2.062573002020315,0.8073859836469156,1.1403103254241869,0.6270277392201,0.2817201981712681,0.4705117922399912,0.0,0.0,0.0,3.962873407186655,0.0,0.0,0.0,1.6427826570249844,0.0,0.4484385400613855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6063390338484164,0.4549829238510051,0.4148803761072514,0.0,0.0,0.0,0.0,0.0,0.5277816221341385,0.0,0.0,0.0,0.0,0.0,0.0,0.7515072956911296,0.154456344647161,0.5822420988430079,1.219951888271425,0.5006900109243048,1.1221342944580213,0.9800737007940564,0.0,1.024646403156017,2.622788067755068,0.5261737446266086,0.485034312911211,0.5358544381241584,0.1263037021481542,0.135796032285267,0.3124265763185582,0.6274684908489362,0.1779452911636145,7.281298845702232,3.0561680705109,0.0,0.9665707090032656,1.1159813182752016,0.1382830187792501,0.4706426654090289,0.0,1.1175769315082305,3.7051503154231407,0.1475413056270491,0.1836850182541128,3.958241145969729,0.9186557903464808,0.1895209827735311,1.9509561681261167,1.6234149072775426,1.548339199782364,2.5154879080149137,0.1631895357308974,0.0,0.9359927925296748,1.2830939386286464,0.9135628669439304,1.0225508033423056,0.9100908389771962,0.9635253091925876,0.9022446795659268,0.1722209100462803,1.58033512254875,0.1568014829474886,0.0,1.3682595287274937,1.9582130390752432,1.4969227255232582,3.211544376147592,0.6943268824817977,10.318566795943225,0.4995980423023827,0.1888625849526212,0.3186202676643186,0.1478641659715494,2.280429461099633,1.4708205228023414,0.3562676172995243,3.0378792487086512,2.690329850279957,1.0807837936642946,1.1749201955491793,0.8117851773156262,1.625823317214003,0.0
RPL22,1891.5642916310808,441.0783990288124,1154.4697248960426,1527.2072060459293,1777.083103988134,1425.1995366115823,1116.3424433137886,2264.405928197704,2100.671253985961,1842.446564067396,1349.504364695859,1298.937699672421,2284.104111651716,2491.3751022814204,2416.7721323071564,1218.2720201666457,1234.5160858312236,1611.9509756793457,0.0,1394.3469140979994,0.0,2347.048057147608,0.0,0.0,0.0,1332.215622820395,0.0,1908.753508219685,0.5126295991542204,0.0,0.0,0.0,0.1989169802919121,0.0,0.0,0.0,1752.513927296104,1597.170820491706,2598.058021568622,0.0,0.0,0.0,0.0,0.0,1794.1579676015792,0.0,0.5367358731480161,2492.041844365272,0.0,0.4890452256162656,0.0,1925.228176180896,3035.259605387473,1345.5004891773576,1516.6179201057523,1719.5332458656171,1614.419741026241,2446.274846889753,2368.083756424274,3239.9825707632385,5059.899544647726,1918.685322307128,1747.6838501532127,2270.7372264628334,1521.5824054879747,1712.985440549726,1572.8318342630494,1611.2725714949825,1924.271579351831,2185.325296710253,2024.09891203296,1854.9203878245264,1495.0993632668856,1574.8034613055272,2419.8071645952305,1740.497882976197,1832.860340677168,3357.384160872972,2121.0908219945545,1365.0456128125272,2893.941712538392,2747.692308150436,1754.7526182570657,1568.929772521727,2376.964151764764,2928.7234324685014,908.2713138048048,2127.128269505998,1544.6722820539544,0.0,1338.451836220214,1431.1707492222265,1851.1795928549493,1126.7200311426734,1092.4497624708308,1028.424697545952,1597.7861990175447,1486.6500651626984,1877.241857913044,1341.399276101184,1063.4376325060032,1251.0521674419824,1971.6930516172035,923.375860698221,1475.743504575417,1419.3885276731842,1871.8502704490656,1171.864843164097,1213.9305600006458,2799.7671072888,1580.7139575518318,1120.809449047157,2214.8743376713564,1124.830879698177,1418.3548889038884,311.4540640416529,1892.3568715559024,1144.9479911552194,1423.1446257253594,1344.5593684877858,0.3511192199537244
CAMTA1,126.00058152706592,33.83670633492003,111.9897937494385,103.25960548796866,72.43507606789882,130.58173088674698,109.315692889336,84.54712355381311,112.38595754354932,85.30131221335151,122.11891695270047,224.48821198430733,134.1150150849383,144.79351614640095,151.8277772428996,156.45940846486596,245.3426757548964,212.5349705202526,0.0,131.14427742593998,0.0,200.8943518928397,0.0,0.0,0.0,97.03329379219392,0.0,95.6799149848844,0.0,0.0,0.0,0.1536980998754624,0.0,0.0,0.0,0.0,121.54594941797316,153.01848046886738,105.70554010285208,0.0,0.0,0.0,0.0,0.0,234.4135794766556,0.0,0.0,203.60640207073,0.0,0.0,0.179130617370149,127.63234742583342,151.42115191960104,124.75495318333591,135.15924538879605,110.94352933233162,116.94381340028154,100.5278706359868,80.88728478130407,175.84000070834276,175.90027586872006,168.31203378593517,119.75276619162722,137.93730864974344,115.22646061445477,105.80558208531356,147.1349189242001,132.12475958305086,163.391925107358,171.63314705046668,119.16125734286052,122.59588825063145,126.597786938309,147.48781154898333,141.97569064304054,136.4686935713113,84.74180213425188,128.13412245958327,176.79690320311605,195.86331056770044,71.9214858724936,119.28527662760716,193.59048160036767,174.7685645996555,141.94404453530154,151.70613951239343,127.85786929669317,140.4488933495782,164.32833601826042,0.0,105.3916573963542,128.12913490677892,158.8792806167318,126.92792236683296,144.81156876894187,275.20485618887284,162.2500390646021,152.7003316117738,138.29317054085752,112.89310928830946,119.87868492459816,138.80251854847205,123.44356759972518,96.14828157574384,111.01121491067872,121.07114499647685,91.45783151165332,118.91385214302662,124.24135296818254,107.00028219039228,157.79186432250245,125.66912403201518,183.1409558552026,206.6084520933756,114.48482792387075,165.91447690532553,154.866022894006,231.3706918579344,121.29646902620628,156.41370137601,0.0
PAX7,0.0,0.0,8.628252711600958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6902546507599545,9.753987531127068,0.0,0.0,0.0,0.0,8.289115236058418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5309071634362358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.370669030713652,0.0,0.6595800777013169,0.0,0.0,0.0,5.526747954202016,34.21835539999133,0.0,0.0,0.0,0.0,49.80312224355686,73.55240812339663,1.7501305944387262,0.2405550426076205,0.0,1.420289483407998,103.24057726816228,3.7941590070434095,0.0,7.346544995822623,0.0,3.9816819890505526,0.9240961022003276,0.8578949971029254,0.0,0.0,0.0,1.4760577508545891,0.246233924839128,0.0,0.2353839436798324,0.968019349496832,0.0,1.9837408855730108,22.42927050776165,0.2907694019738607,0.0,0.0,0.4335528879944283,0.0,0.0,0.0,0.0,0.0,3.461317772928597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2774120200488658,0.0,36.18793037736192,0.4775756608479446,0.2329680499816637,0.0,0.0,0.0,0.0
MDS2,27.905729356134422,15.887983400630509,11.174605802759704,34.54831504195811,50.8686705882638,31.60795266378868,91.8897637452758,5.877931274639058,22.874956582270087,42.11710244185644,31.288643938159566,18.61641199734204,2.0153211795450594,31.29261469158502,35.653976625587944,24.77881701727835,10.9188935537253,35.756992489947045,0.0,17.63818730972357,0.0,23.85205771696989,0.0,0.0,0.0,4.993793405279496,0.0,21.810889365849004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.750224888090242,29.73610073791924,13.24227657986773,0.0,0.0,0.0,0.0,0.0,16.043707137827983,0.0,0.0,6.972764116977692,0.0,0.0,0.0,45.91765711671547,50.00412389821958,7.300927214448674,0.6180760500439365,95.88704581760167,104.89152936807452,42.454532417706695,10.746036859810554,19.356003812799766,27.24057509514249,7.997415131914233,2.948851624154248,18.7324738304776,11.5182843966482,38.39021033355396,38.46391223827763,32.902695904013974,7.302485961323624,38.18109836595227,16.722461369568602,12.224911567717577,28.2068978221024,21.808302392144647,18.91610986578342,20.02948545991279,29.43274037034752,17.835578251700795,17.69909005549402,7.400277895729822,7.538031820537479,16.043216629395726,18.15167201308482,6.049187708330323,8.89588650517637,7.402377870858898,9.627342095922046,31.86115053115165,15.626197994937996,0.0,22.05081619543708,33.64093201067667,33.324999146373,21.3146670854887,31.12344966488192,21.088519204221857,7.542363961914449,16.490996357078625,25.54834871977812,42.89860179126391,40.454674899926246,36.54231182475249,8.184894735415769,93.85205815945513,144.34664669911388,7.598308864089319,45.81199752016274,54.67309892624507,16.36218322941773,21.79246606636835,14.832943416886424,8.448541348776887,8.38323065255046,30.05313615128029,32.07829700167196,34.63694400749296,31.68071822544768,15.476791383865011,24.67695557684943,37.74073996251733,0.0
WASF2,5510.767533372631,2499.423122270897,21268.959059632634,5602.499305001123,6634.627620616287,8199.351066504969,10532.595261130744,4634.183365687189,6221.029866197465,4188.014782636768,9558.932420173049,14438.595529487196,9673.643829128328,7414.019673805924,7575.24307422765,12073.362754985528,17731.85260279433,17527.19326643603,0.7971974099455555,14000.505225096402,0.0,12801.051391851595,4.1453322601613705,2.7371289368050205,0.0,14491.98670405266,1.4688164003040585,20058.925886258665,1.2628500686786328,2.1678569283219367,0.6570245714692294,1.6075398166520378,0.8167115939638887,0.0,0.919221942948168,3.572284837785569,18649.809676752466,9134.819422826584,14708.996821436143,2.078475870959351,0.8158750850812242,0.6578320928755871,0.0,1.621764758474735,15058.021704041485,0.6885083984185398,1.7629803543288118,9371.146595484835,0.2190852321527652,0.4015835200668683,1.2490269345654537,6438.399447202687,4726.21368652855,8873.735806501165,7005.04808851889,7468.92741502322,7092.125736949167,15781.817450693396,13593.632591042273,7733.7311576556,8658.417513245793,5186.782216497967,4226.711378319718,14962.21864392778,17443.14695082796,18800.542979370988,8369.65522256929,7680.023773508698,5269.96027361434,5324.344714122913,16685.857988626765,9512.0379754166,5154.800026090098,15598.262948704029,7480.065150517524,17135.316479081066,20335.809275678785,6262.025687269759,7432.624548934784,17217.601823692155,11703.494333048817,17000.435883831942,16375.635621644631,13038.166400553491,6035.167768697377,4521.250833047925,4157.9909245197205,10382.947179990726,13287.692492572143,0.9257297881577016,5465.901892346092,14229.72959029066,4176.31429299641,11788.71145677842,9488.384383788114,15926.550095985349,18863.06061281268,8053.028714983646,8080.035692692951,6249.926820322698,8542.856638538151,10908.256844178924,19719.51713768286,6934.802783770955,7722.88088235653,12695.86729031081,6132.93527912736,7532.80490658297,18936.181016743125,8724.56488033377,7005.627350578763,6420.970130017396,7149.246842923525,10529.955098217602,17644.960092969177,10820.531617552895,18781.94028885149,11716.719659850276,17545.686807447957,14648.012591811068,0.8649733292118243
YTHDF2,7579.958280987445,1748.743993365493,10141.831293812773,8105.833668633929,6554.978634597398,6772.239074276372,5993.071829947568,8192.791126201879,6729.433124246745,4444.871361148556,7183.496748161631,6565.857243754432,7756.535080569902,7272.4741445264,6777.679688756866,9721.937191244204,8918.40819204865,8311.890394749706,0.4048340471887638,8998.611521036615,0.0,8248.014693780962,0.0,0.0,0.0,7381.654264782249,0.0,8635.296077010264,0.0,0.0,1.0009537652230338,0.0,0.2488462625534379,0.0,0.0,1.0884499953585316,7150.130008370009,6834.748926973373,5614.746576825429,0.0,0.0,0.0,2.114860580493894,1.6471342795914847,6440.443555555556,0.0,0.0,8529.045494531194,0.0,0.0,0.0,7457.285330820066,5370.430328155298,6239.193091437074,5510.11566518976,6142.196560287761,5391.280124591503,7366.4626803574365,7285.024544803836,10203.635515530586,9494.562593114724,6891.2330021887055,8151.748018541443,8352.290415229594,7135.674482183869,7915.949188034593,7611.900614144018,9396.516910383483,8874.52377986485,9038.31096488994,7873.974305028207,8270.867501626793,5828.348124315607,8758.080899496086,7212.309411926642,9293.383147622377,6577.817301161842,6120.322440959839,6206.741961319128,6716.719103009987,5174.797190207795,6215.849417699577,8030.104690836915,6947.523715937813,7599.2759512634675,7553.766324483277,5556.650911761451,4844.793733535814,7101.685848206294,0.35257917179699,6130.517182264171,6705.3982567186085,5777.028014731371,7761.232089350482,8128.056223820271,7237.370262962817,7877.200129901143,6505.041341773652,8140.330950521721,5906.198736191454,6986.844560592572,6454.8394675616855,7232.678939579598,5881.602023548141,6271.107558521061,8089.778240086035,5932.650192483494,5437.015365765737,7024.300433010987,8749.6348016952,8995.103484006118,7879.005407946128,6001.99927701687,7574.73512441672,6535.477341252434,1735.1005094759146,7381.891105174717,10304.0002278569,9357.885705256518,9549.17386673897,0.0
LCK,1814.7938237406847,1245.8115982619213,621.2799704175835,2169.966038089918,1479.350520755546,1330.1580683266843,1721.777224139075,3404.9857734711013,760.977666141179,1380.40067488678,1049.0944563718003,676.7475556266476,519.7247147551298,954.5231525420588,728.5800427900216,1288.1748138489015,955.9182280997244,944.1465201911604,607.1961472062136,1690.1876188539352,536.4227748856056,733.9996857877379,246.8514944442007,495.3853959262096,0.0,1528.6347096123168,1355.7375527984698,418.4449989304215,399.6438246991244,242.20547632324983,253.19678578976664,144.04757156306638,104.4948607700586,82.40097858922162,142.32137977474014,380.8825227843113,416.80042999263503,713.3532687773237,666.254271266337,577.2084013932844,167.96446521710646,398.44962760914376,139.35088085505902,425.8493270949757,1347.76221301418,399.4587984704289,788.8811729091766,614.0338074882243,299.6936375871,286.2847902283466,428.2084414723474,1050.7656483537876,530.4184452621134,407.04860751018816,1503.1376300823235,2805.1627461979538,3058.636352768026,737.2557695126544,1831.422055516644,1411.6911616182356,1603.8719092603403,1122.5352952704973,2277.1532990108108,787.9010650010235,1330.0358586318298,3167.040474023273,370.5813822705336,986.541046178598,1692.7070603178838,1042.572633477512,997.6683556712436,4057.3705641234046,1768.7853756935344,763.4003110326961,630.203881641685,795.2677508551088,1971.6357224356143,700.3949853073553,898.0087201398164,999.9641373410016,879.5634697431342,1085.7927933894805,484.5890493594806,1105.9741300702042,1996.0613380656844,1308.6612626472215,513.8457607725337,1185.0664766994316,952.3135759179194,1064.7295436748004,1271.75364640732,1665.0191558655913,1107.6632381364025,855.8793973207262,1708.2010738503325,395.708157520729,691.0254350972527,1392.9187489029302,3561.9861284279327,1152.164711254172,802.3510521818706,5006.347169570232,1224.3647853784034,1283.5033614156705,3129.1553171497817,727.5022326570048,1741.0895212558332,1325.9659222814803,1433.0477776581192,3120.3521978199265,745.2345551012354,501.1248009315149,1536.472187032918,1174.4783998416708,1749.175062921358,726.7767575157129,886.5553441521295,1423.2133893908608,1230.821359762292,695.2027409807101,148.14833502467974
SFPQ,13674.55778119094,2900.842627674906,13915.081854708476,11754.760976093694,15679.285509470978,23002.46579693606,8219.953669831646,12289.29966771666,12333.273800740124,15537.128060202502,8013.405071200483,9831.132956860003,11022.946286334847,10850.02135390906,10532.426905796054,14752.017726175056,17322.70761907125,11980.4391816983,2.6452540915985585,13524.52588871836,4.988074079794667,13927.886652308538,1.5871163613678894,3.667859766475443,0.0,9191.467502014131,5.061269290412872,12995.45243032934,2.2563579404746013,0.5533358138921203,1.00621555210047,2.4619042184661617,2.2513895181442063,0.0,3.660185909289718,3.647239100230906,12501.37452519424,12165.244371533054,8490.243058984535,2.122086790298795,1.249490863552078,1.0074522495285645,0.5314944807023676,4.1394822271172975,8837.138583489459,0.5272160953518972,3.0374518983851533,16599.265930561793,2.684185370232881,2.767564873635114,2.1519577482611227,11294.98875335496,7983.918781477372,8252.085345217936,6826.417788080815,7925.18905848432,8088.313870212015,12670.059925798389,9778.698870995611,12969.781881008776,9236.40147991886,10450.29834933638,16171.457591157929,10937.911855700895,12066.880301287863,11288.109960927844,13376.66061972024,20038.592153880083,19379.813446170083,10821.317656414842,11455.95669041902,6301.537232319286,12025.148454564329,16539.942120463144,11030.984923871118,12938.97876334046,10070.231014520185,27549.40176159581,10902.985609386666,9956.336546897452,12057.071228485738,14005.044512952833,10939.392610264944,10051.166897156843,12830.758279145468,17110.964621752824,13062.397999248406,12282.72939811705,11208.0216253381,2.4810282036438416,11753.943041699433,10154.889033410744,10933.468324617414,9633.979573047089,9858.93559054813,8031.167715458764,11500.393502282845,5594.015368386102,10653.03917728942,9638.271545979476,9399.67397630096,9953.943665614232,10286.69494672507,8249.495515388826,7426.291821903552,10179.822778763852,6556.717164801154,8696.50289788975,8943.390294425675,11959.606681056372,16046.872313122029,10834.38587939306,10007.832276969782,8450.114464612465,9316.103828216166,29779.06183853668,14732.85005481121,21223.670783001773,13409.191732087102,14573.4005509104,2.649367021567529
THRAP3,7227.977066586736,1801.9909449648808,6830.8897421507845,6687.5902720887925,6710.008741020709,4499.749660137829,5441.957107940824,7681.022807542844,6295.314057557495,5624.526498736281,5137.590031485811,7775.677917665036,5499.065146982314,5704.630398693452,5880.175441410538,6357.296664959251,6047.896486361659,8378.977867668984,0.0,6582.658387008953,0.0,10783.385742989312,0.0,0.4118016284425138,0.0,7641.043493687098,0.0,8996.424352851222,0.0,0.0,0.3953979439106666,0.0,0.0,0.0,0.2212754177071416,0.2866405390319183,8791.57800817533,9163.492099262963,6659.984171612858,0.0,0.0,0.0,0.0,0.0,7924.1151010849135,0.8286898752999416,1.856685374750897,9784.98651814965,0.7910740702499104,0.4833466054025168,0.0,5352.27008332524,5734.18351590399,6079.530464332771,5040.709012164701,6566.251448349795,5154.8614728425255,8167.28156670004,11469.99189896945,7683.288787233751,8754.205872070535,7517.805402224021,6697.1662871816125,8518.42233606042,7896.399645248374,7221.980168693548,5516.890341123688,4772.947021492977,6853.652276515203,6218.168896690539,7837.204723192877,7426.02347363682,6845.559746320745,7223.089947997226,6177.611137016363,6569.54604656727,6794.842441898427,9391.962332823843,7613.323243394628,7110.23004697693,8085.395141309457,9214.09134452243,8976.946667713106,7626.959402710187,8658.902466327407,7331.671047488629,4808.541632727373,6937.14963591792,7221.051489030279,0.2785524855150372,6405.745226074268,7023.018988574631,6608.898040457421,7102.618041787297,7079.69857171933,7389.43388380913,6527.953488426443,6491.338318158282,5512.887307088164,5829.358302587277,5404.242311556177,6552.464020481816,7519.666785217446,5189.947957190907,5801.5943588476,7469.984374091012,6045.144640041669,5844.806211635439,6974.386439963298,7485.856145691865,4437.51642988706,5016.428547172152,5244.398127039494,7895.229042294959,7146.11070552571,2693.1398099520943,6598.1485544272455,5892.781761444151,7177.270571218728,6197.621199887131,0.0
